"Subtotal","Shipping","Taxes","Total","Discount Amount","Lineitem quantity","Lineitem price","Refunded Amount","Outstanding Balance","Lineitem discount"
23.69,0,1.3,24.99,6.31,1,30,0,0,6.31
13.5,0,0.75,14.25,0,1,3.5,0,0,0
37.39,0,2.06,39.45,0,1,9.99,0,0,0
57,0,3.13,60.13,5,2,18,0,0,0
87,0,4.79,91.79,0,1,70,0,0,0
63,0,3.47,66.47,0,1,28,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
16.95,0,0.93,17.88,0,1,16.95,0,0,0
10.99,0,0.6,11.59,0,1,10.99,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
42.99,0,2.37,45.36,0,1,15,0,0,0
35.99,0,1.98,37.97,0,1,18.99,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
20.32,0,1.15,21.47,3.58,2,2.95,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
19,0,1.05,20.05,0,1,12,0,0,0
121,0,6.67,127.67,0,1,5,0,0,0
48,0,2.64,50.64,0,2,9,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
91,0,5.01,96.01,0,1,20,0,0,0
17.95,0,0.99,18.94,0,1,17.95,0,0,0
25.99,0,1.43,27.42,0,2,11,0,0,0
61.99,0,3.41,65.4,0,1,10,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
22,0,1.21,23.21,0,1,4,0,0,0
28,0,1.54,29.54,0,1,12,0,0,0
59.99,0,0,59.99,0,1,3.99,0,0,0
26,0,1.43,27.43,0,1,26,0,0,0
24,0,1.32,25.32,5,1,29,0,0,0
12,0,0.66,12.66,0,1,8,0,0,0
40.8,0,2.25,43.05,7.2,1,32,0,0,0
22,0,1.21,23.21,0,1,2,0,0,0
3,0,0.17,3.17,5,4,2,0,0,0
50,0,2.75,52.75,0,6,8,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
29,0,1.6,30.6,0,1,15,0,0,0
89.99,0,4.96,94.95,0,1,25,0,0,0
14.5,0,0.8,15.3,5,1,3.5,0,0,0
25,0,1.39,26.39,0,1,5,0,0,0
24.99,0,1.37,26.36,0,1,12.99,0,0,0
5.95,0,0.33,6.28,0,1,5,0,0,0
55,0,3.03,58.03,0,1,21,0,0,0
47,0,2.59,49.59,0,1,15,0,0,0
11.99,0,0.66,12.65,0,1,11.99,0,0,0
18,0,1,19,0,1,9,0,0,0
79.96,0,4.4,84.36,0,2,12,0,0,0
80.54,0,4.44,84.98,3.45,1,17.99,0,0,0
75,0,0,75,0,1,50,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
44,0,2.42,46.42,0,1,28,0,0,0
17.95,0,0.99,18.94,0,1,2.95,0,0,0
32,0,1.76,33.76,5,1,11,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
14.99,0,0.83,15.82,0,1,5,0,0,0
38,0,2.11,40.11,0,1,2,0,0,0
31.5,0,1.74,33.24,0,1,12.5,0,0,0
0,0,0,0,0,1,0,0,0,0
62.95,0,3.47,66.42,0,1,22,0,0,0
45,0,2.48,47.48,0,1,10,0,0,0
51.99,0,0,51.99,0,1,21,0,0,0
11.5,0,0.64,12.14,0,1,8,0,0,0
15.2,0,0.85,16.05,9.3,1,16,0,0,6.5
37,0,2.04,39.04,5,1,24,0,0,0
26,0,1.43,27.43,0,1,12,0,0,0
246.47,0,13.57,260.04,0,1,20,0,0,0
52,0,2.86,54.86,0,1,52,0,0,0
28.4,0,1.56,29.96,0,1,10.4,0,0,0
35.85,0,1.98,37.83,0,1,4,0,0,0
65.4,0,3.6,69,0,1,10.4,0,0,0
67,0,3.71,70.71,0,1,5,0,0,0
18,0,1,19,0,2,0.5,0,0,0
30,0,1.66,31.66,0,1,3,0,0,0
59.98,0,3.3,63.28,0,1,19.99,0,0,0
50,0,2.75,52.75,0,5,10,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
121.99,0,6.71,128.7,0,1,24.99,0,0,0
115.47,0,6.36,121.83,5,1,49.99,0,0,0
31,0,1.72,32.72,0,1,5,0,0,0
41.94,0,2.3,44.24,0,1,32,0,0,0
36,0,1.98,37.98,0,1,12,0,0,0
8.5,0,0.47,8.97,1.5,1,10,0,0,0
52,0,2.86,54.86,0,1,52,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
26,0,1.43,27.43,0,1,6,0,0,0
27,0,1.49,28.49,0,1,3,0,0,0
20,0,1.12,21.12,0,1,5,0,0,0
80.75,0,4.44,85.19,0,1,26,0,0,0
55.99,0,3.09,59.08,0,1,4.99,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
18,0,1,19,0,2,4,0,0,0
24.9,0,1.38,26.28,0,2,5,0,0,0
18.4,0,1.01,19.41,0,1,8,0,0,0
34,0,1.88,35.88,0,1,9,0,0,0
61,0,3.36,64.36,0,1,7,0,0,0
43.99,0,2.43,46.42,0,1,11.99,0,0,0
24,0,1.32,25.32,0,1,16,0,0,0
0.95,0,0.05,1,0,1,0.95,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
36,0,1.99,37.99,0,1,27,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
27.99,0,1.54,29.53,0,1,27.99,0,0,0
22,0,1.21,23.21,0,1,6,0,0,0
100,0,5.51,105.51,0,1,26,0,0,0
14.99,0,0.83,15.82,0,1,11,0,0,0
18,0,1,19,0,1,8,0,0,0
33.5,0,1.85,35.35,0,1,4.5,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
23,0,1.27,24.27,5,1,16,0,0,0
15.94,0,0.87,16.81,0,1,2.95,0,0,0
75.5,0,4.15,79.65,0,1,4.25,0,0,0
53,0,2.92,55.92,5,1,10,0,0,0
18,0,0.99,18.99,0,3,6,0,0,0
84,0,4.62,88.62,0,3,28,0,0,0
83.99,0,4.61,88.6,2,1,4.99,0,0,0
23.5,0,1.3,24.8,0,1,15,0,0,0
80,10.43,0,90.43,0,1,20,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
41.65,0,2.29,43.94,7.35,1,3,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
35,0,1.93,36.93,0,1,35,0,0,0
11.99,0,0.66,12.65,0,1,11.99,0,0,0
19,0,1.05,20.05,0,1,19,0,0,0
43.99,0,2.42,46.41,0,1,11,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
56.74,0,3.13,59.87,5,1,22,0,0,0
34,0,1.87,35.87,0,1,6,0,0,0
74,0,4.09,78.09,0,1,15,0,0,0
59,0,3.25,62.25,0,1,20,0,0,0
25,0,1.37,26.37,5,1,20,0,0,0
54,0,2.97,56.97,0,1,12,0,0,0
38,0,2.09,40.09,0,2,9,0,0,0
3,0,0.17,3.17,5,1,8,0,0,0
58,0,3.19,61.19,0,1,30,0,0,0
15,7.09,1.22,23.31,0,1,15,0,0,0
17,0,0.94,17.94,3,1,20,0,0,0
13.6,0,0.75,14.35,2.4,1,9,0,0,0
98,0,5.39,103.39,5,1,45,0,0,0
23,0,1.28,24.28,0,1,7,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
24,0,1.32,25.32,0,1,12,0,0,0
57,0,3.14,60.14,0,1,19,0,0,0
120,0,6.6,126.6,0,1,120,0,0,0
34.17,0,1.89,36.06,6.03,1,8,0,0,0
113.99,0,6.26,120.25,5,1,4,0,0,0
10,0,0,10,0,1,10,0,0,0
43.99,0,2.42,46.41,0,1,32,0,0,0
129,0,7.1,136.1,0,1,59,0,0,0
89,0,4.91,93.91,0,1,7,0,0,0
11,0,0.61,11.61,7,1,18,0,0,7
24,0,1.32,25.32,0,1,24,0,0,0
90,0,4.95,94.95,0,3,30,0,0,0
2.95,0,0.16,3.11,0,1,2.95,0,0,0
20,0,1.1,21.1,0,2,10,0,0,0
29.5,0,1.63,31.13,18.5,1,10,0,0,4.5
65.45,0,3.61,69.06,0,1,2.95,0,0,0
44.98,0,2.48,47.46,5,1,24,0,0,0
144.5,0,7.98,152.48,25.5,1,10,0,0,0
34.99,0,1.92,36.91,0,1,12.99,0,0,0
66,0,3.64,69.64,0,1,5,0,0,0
28.99,0,1.59,30.58,0,1,24.99,0,0,0
100.25,0,5.52,105.77,0,1,22,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
81,0,4.46,85.46,0,1,25,0,0,0
56,0,3.08,59.08,0,1,46,0,0,0
46,0,2.53,48.53,0,1,20,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
17,0,0.94,17.94,0,1,17,0,0,0
52,0,2.86,54.86,0,1,52,0,0,0
26,0,1.43,27.43,0,1,26,0,0,0
32.5,0,1.79,34.29,0,1,32.5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
5.9,0,0.33,6.23,0,2,2.95,0,0,0
37.5,0,2.08,39.58,0,1,25,0,0,0
55.75,0,3.07,58.82,0,1,3.75,0,0,0
215.46,0,11.86,227.32,0,1,20,0,0,0
13,0,0.72,13.72,0,1,13,0,0,0
19,0,1.05,20.05,0,1,15,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
96,0,2.53,98.53,0,1,50,0,0,0
9.99,0,0.55,10.54,0,1,9.99,0,0,0
10.99,0,0.6,11.59,0,1,10.99,0,0,0
52,0,2.86,54.86,0,1,28,0,0,0
26,0,1.43,27.43,0,1,16,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
15.5,0,0.86,16.36,0,1,8,0,0,0
80.74,0,4.45,85.19,0,1,15,0,0,0
20,0,1.1,21.1,0,1,10,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
37.99,0,2.09,40.08,0,1,37.99,0,0,0
13,0,0.72,13.72,0,1,13,0,0,0
52,0,2.86,54.86,0,1,12,0,0,0
55,0,3.03,58.03,0,1,26,0,0,0
68,0,3.74,71.74,0,2,26,0,0,0
59,0,3.26,62.26,0,1,10,0,0,0
47,0,2.59,49.59,0,1,18,0,0,0
45,0,2.49,47.49,5,1,5,0,0,0
50,0,2.76,52.76,0,1,4,0,0,0
114.98,0,6.33,121.31,0,1,25.99,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
34.85,0,1.91,36.76,0,3,4,0,0,0
44,0,2.42,46.42,0,1,22,0,0,0
35,7.09,2.32,44.41,0,1,35,0,0,0
33,0,1.81,34.81,5,1,26,0,0,0
40,0,2.2,42.2,0,1,40,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
25.99,0,1.43,27.42,0,1,25.99,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
40,0,2.2,42.2,5,1,20,0,0,0
28.5,0,1.58,30.08,0,1,8,0,0,0
8.5,0,0.47,8.97,1.5,1,10,0,0,0
83,0,4.57,87.57,0,1,30,0,0,0
44,0,2.42,46.42,0,1,16,0,0,0
133.43,0,7.36,140.79,0,1,6,0,0,0
37.99,0,2.1,40.09,0,1,19.99,0,0,0
69.95,0,3.85,73.8,0,1,9,0,0,0
27.95,0,1.54,29.49,0,1,18,0,0,0
21.95,0,1.21,23.16,0,1,9.95,0,0,0
24,0,1.33,25.33,0,1,5,0,0,0
48,0,2.64,50.64,0,1,24,0,0,0
118.5,0,6.53,125.03,0,1,9,0,0,0
30.93,0,1.7,32.63,0,1,2.95,0,0,0
52,0,2.86,54.86,0,1,26,0,27.43,0
40,0,2.2,42.2,0,4,10,0,0,0
115.5,0,6.36,121.86,0,3,4.5,0,0,0
24.99,0,1.37,26.36,0,1,8,0,0,0
59,0,3.25,62.25,0,1,8,0,0,0
14,0,0.77,14.77,0,2,7,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
20.75,0,1.15,21.9,0,1,4.75,0,0,0
11.99,0,0.66,12.65,0,1,3.99,0,0,0
66,0,3.63,69.63,0,1,4,0,0,0
15,0,0.83,15.83,5,1,8,0,0,0
28,0,1.54,29.54,5,2,6.5,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
26.5,0,1.46,27.96,0,1,26,0,0,0
83.49,0,4.6,88.09,0,1,8,0,0,0
37,0,2.04,39.04,5,1,7,0,0,0
16,0,0.88,16.88,0,1,8,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
45,0,2.48,47.48,0,1,30,0,0,0
38.25,0,2.11,40.36,0,1,11,0,0,0
89.49,0,4.92,94.41,0,1,24,0,0,0
51,0,2.82,53.82,0,1,13,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
56.48,0,3.12,59.6,0,1,12,0,0,0
68,0,3.74,71.74,0,3,10,0,0,0
9,0,0.5,9.5,0,1,9,0,0,0
52.25,0,2.87,55.12,0,1,4.25,0,0,0
26,0,1.44,27.44,0,1,13,0,0,0
8.5,0,0.46,8.96,0,1,4.25,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
71.49,0,3.95,75.44,0,1,16,0,0,0
34.99,0,1.93,36.92,0,1,4,0,0,0
81,0,4.46,85.46,0,1,18,0,0,0
92.99,0,5.11,98.1,0,1,12.99,0,0,0
34.9,0,1.93,36.83,5,2,6.5,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
82,0,1.22,83.22,0,1,20,0,0,0
14.25,0,0.79,15.04,9.75,1,16,0,0,6.5
48.25,0,2.65,50.9,0,1,26,0,0,0
31.95,0,1.76,33.71,0,1,29,0,0,0
53.9,0,2.98,56.88,0,1,4,0,0,0
21,0,1.16,22.16,0,3,7,0,0,0
99.93,0,5.51,105.44,5,1,6.99,0,0,0
70,0,2.48,72.48,0,1,40,0,0,0
184.48,0,10.18,194.66,0,1,21,0,0,0
42,0,2.31,44.31,0,1,12,0,0,0
35,0,1.93,36.93,0,1,35,0,0,0
65.99,0,3.63,69.62,0,2,13,0,0,0
175.96,0,9.68,185.64,0,1,11.99,0,0,0
12.75,0,0.7,13.45,0,3,4.25,0,0,0
27,0,1.49,28.49,0,1,18,0,0,0
69.5,0,3.83,73.33,5,2,20,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
110.99,0,6.11,117.1,0,1,4,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
18,0,0.99,18.99,0,1,6,0,0,0
3.5,0,0.2,3.7,0,1,0.5,0,0,0
70.99,0,3.91,74.9,0,1,19.99,0,0,0
52.45,0,2.9,55.35,36,1,8.5,0,0,2.5
100,0,5.5,105.5,0,3,18,0,0,0
39,8.31,0,47.31,0,3,13,0,0,0
43,0,2.37,45.37,0,1,10,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
65.49,0,3.6,69.09,5,1,13.99,0,0,0
123.98,0,2.41,126.39,0,1,18.99,0,0,0
59,0,3.25,62.25,5,2,12,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
66.96,0,0,66.96,0,1,21,0,0,0
34,0,1.87,35.87,0,1,18,0,0,0
40.48,0,2.23,42.71,0,2,10,0,0,0
62.5,0,3.45,65.95,0,1,6,0,0,0
57,0,3.14,60.14,0,1,26,0,0,0
26,0,1.43,27.43,0,1,10,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
35.99,0,1.98,37.97,0,1,35.99,0,0,0
20.99,0,1.15,22.14,0,1,20.99,0,0,0
40,7.39,0,47.39,0,1,40,0,0,0
56.99,0,3.14,60.13,0,1,20,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
16.5,0,0.92,17.42,0,1,13,0,0,0
73.7,0,4.06,77.76,0,4,2.5,0,0,0
134.99,0,7.43,142.42,0,1,30,0,0,0
30,7.74,2.08,39.82,0,1,30,0,0,0
107.93,0,5.95,113.88,0,1,7,0,0,0
94.45,0,5.19,99.64,5,1,25,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
111.95,0,3.45,115.4,0,1,50,0,0,0
21,0,1.16,22.16,0,1,21,0,0,0
53,0,2.92,55.92,0,1,8,0,0,0
58,0,3.19,61.19,0,1,18,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
121,0,6.65,127.65,5,1,24,0,0,0
33,0,1.82,34.82,0,1,33,0,0,0
20,0,1.1,21.1,0,1,10,0,0,0
61,0,3.36,64.36,0,1,26,0,0,0
28,0,1.54,29.54,0,1,6,0,0,0
31.49,0,1.73,33.22,0,1,8,0,0,0
120,0,6.62,126.62,0,1,29,0,0,0
19.5,0,1.09,20.59,0,1,7,0,0,0
127.94,0,7.03,134.97,0,1,52,0,0,0
26,0,1.43,27.43,0,1,10,0,0,0
32.99,0,1.81,34.8,0,1,24.99,0,0,0
42,0,2.32,44.32,0,1,3,0,0,0
23,0,1.27,24.27,0,2,4,0,0,0
26,0,1.43,27.43,0,1,14,0,0,0
18,0,1,19,0,1,9,0,0,0
111.49,0,6.13,117.62,0,1,26,0,0,0
29,0,1.6,30.6,0,1,18,0,0,0
18,0,0.99,18.99,0,1,6,0,0,0
32.95,0,1.82,34.77,0,2,11,0,0,0
24,0,1.32,25.32,0,1,16,0,0,0
68,0,3.74,71.74,0,1,68,0,0,0
68,0,3.74,71.74,0,1,68,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
22,0,1.21,23.21,0,1,12,0,0,0
80,0,4.42,84.42,0,1,8,0,0,0
115,0,6.33,121.33,0,1,18,0,0,0
42,7.64,2.73,52.37,0,1,42,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
58.5,0,3.24,61.74,0,1,16,0,0,0
86.49,0,4.75,91.24,5,1,30,0,0,0
67,0,3.69,70.69,0,1,18,0,0,0
27,0,1.49,28.49,0,1,15,0,0,0
15,0,0.83,15.83,0,1,12,0,0,0
12,0,0.66,12.66,0,2,6,0,0,0
93.39,0,5.15,98.54,0,1,11,0,0,0
108,0,5.95,113.95,0,2,15,0,0,0
31.5,0,1.74,33.24,0,1,3.5,0,0,0
0,0,0,0,0,1,0,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
49.94,0,2.75,52.69,5,1,12,0,0,0
124.75,0,6.88,131.63,5,1,25,0,0,0
15.5,0,0.86,16.36,0,1,3.5,0,0,0
20.5,0,1.13,21.63,5,1,4.5,0,0,0
44,0,2.42,46.42,0,1,22,0,0,0
83.98,0,4.62,88.6,0,1,8,0,0,0
112.2,0,6.18,118.38,19.79,1,16.99,0,0,0
9,0,0.5,9.5,0,2,4.5,0,0,0
23,0,1.27,24.27,0,1,13,0,0,0
64,0,3.52,67.52,0,1,60,0,0,0
25,0,1.39,26.39,0,1,5,0,0,0
15,0,0.83,15.83,5,1,20,0,0,0
57,0,3.14,60.14,0,1,8,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
17.95,0,0.99,18.94,0,1,17.95,0,0,0
42.5,0,2.35,44.85,0,4,6,0,0,0
47.49,0,2.61,50.1,0,1,12,0,0,0
24,0,1.32,25.32,0,2,8,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
97.5,0,5.37,102.87,0,2,6,0,0,0
44,0,2.42,46.42,0,1,22,0,0,0
41,0,2.27,43.27,0,1,7,0,0,0
18,0,0.99,18.99,0,1,8,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
27,0,1.49,28.49,0,1,14,0,0,0
40,0,2.2,42.2,5,1,25,0,0,0
15,0,0,15,0,1,15,0,0,0
27.99,0,1.54,29.53,0,1,18.99,0,0,0
10.95,0,0.6,11.55,0,1,2.95,0,0,0
32,0,1.76,33.76,0,1,12,0,0,0
7,0,0.39,7.39,0,1,3,0,0,0
55.99,0,3.08,59.07,0,1,18,0,0,0
37,0,2.04,39.04,0,1,8,0,0,0
2.5,0,0.14,2.64,0,1,2.5,0,0,0
75,0,4.13,79.13,0,1,75,0,0,0
26,0,1.44,27.44,0,1,16,0,0,0
19,0,1.05,20.05,0,1,19,0,0,0
5.98,0,0.32,6.3,0,1,2.99,0,0,0
68,0,3.74,71.74,0,1,24,0,0,0
120.98,0,6.65,127.63,0,1,28,0,0,0
74,0,4.08,78.08,0,1,27,0,0,0
23.99,0,1.32,25.31,0,1,6.99,0,0,0
36,0,1.99,37.99,0,1,9,0,0,0
24,0,1.32,25.32,0,1,12,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
22.5,0,1.24,23.74,0,1,10,0,0,0
30.5,0,1.68,32.18,0,1,10,0,0,0
48,0,2.65,50.65,0,1,17,0,0,0
18.9,0,1.05,19.95,0,1,3,0,0,0
0,0,0,0,0,1,0,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
16.15,0,0.89,17.04,2.85,1,19,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
66.96,0,3.68,70.64,0,1,11.99,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
24,0,1.32,25.32,0,1,12,0,0,0
31,0,0.33,31.33,0,1,6,0,0,0
16,0,0.88,16.88,0,2,8,0,0,0
34,0,1.87,35.87,5,1,8,0,0,0
19,0,1.05,20.05,0,1,4,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
4,0,0.22,4.22,0,1,2,0,0,0
41.65,0,2.29,43.94,7.35,2,4,0,0,0
20.99,0,1.15,22.14,0,1,20.99,0,0,0
46.5,0,2.57,49.07,0,2,6.5,0,0,0
173.99,0,9.57,183.56,0,1,15,0,0,0
31,0,1.71,32.71,0,1,16,0,0,0
54.99,0,1.38,56.37,0,1,30,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
11.2,0,0.62,11.82,10.8,4,5,0,0,10
12,0,0.66,12.66,0,1,12,0,0,0
32,0,1.76,33.76,0,4,8,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
31,0,1.71,32.71,0,1,11,0,0,0
26.98,0,1.48,28.46,0,1,7,0,0,0
60,0,3.3,63.3,0,1,60,0,0,0
29,0,1.6,30.6,0,1,29,0,0,0
17.5,0,0.97,18.47,0,1,2.5,0,0,0
35,0,1.93,36.93,0,1,35,0,0,0
29,0,1.6,30.6,0,1,7,0,0,0
50.99,0,2.8,53.79,0,1,40,0,0,0
45,11.12,0,56.12,0,1,45,0,0,0
34.95,0,1.93,36.88,0,1,20,0,0,0
47.95,0,2.64,50.59,0,1,2.95,0,0,0
36,0,1.99,37.99,0,1,23,0,0,0
16,0,0.88,16.88,5,1,15,0,0,0
13,0,0.72,13.72,0,1,13,0,0,0
34.99,0,1.92,36.91,0,1,30,0,0,0
34.5,0,1.9,36.4,5,1,6.5,0,0,0
41,0,2.26,43.26,0,1,10,0,0,0
52,0,2.87,54.87,0,1,5,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
44,0,2.44,46.44,0,1,29,0,0,0
19.98,0,1.09,21.07,0,1,4.99,0,0,0
44,0,2.42,46.42,26,1,24,0,0,0
37.99,0,2.09,40.08,0,1,37.99,0,0,0
30,0,1.66,31.66,0,1,8,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
20,0,1.1,21.1,0,1,10,0,0,0
71.49,0,0,71.49,0,1,6,0,0,0
30.99,0,1.7,32.69,0,1,10,0,0,0
20,0,1.1,21.1,0,1,10,0,0,0
43.95,0,2.42,46.37,0,1,18,0,0,0
132.93,0,7.33,140.26,0,1,12,0,0,0
4.25,0,0.23,4.48,0,1,4.25,0,0,0
12,0,0.66,12.66,0,1,6,0,0,0
32,0,1.76,33.76,0,1,8,0,0,0
13,0,0.72,13.72,0,1,13,0,0,0
27.99,0,1.54,29.53,0,1,27.99,0,0,0
71,0,3.91,74.91,0,1,20,0,0,0
69,0,3.8,72.8,0,1,16,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
22,0,1.21,23.21,5,1,27,0,0,0
65,0,3.59,68.59,0,1,7,0,0,0
27,0,1.49,28.49,0,1,2,0,0,0
51,0,2.81,53.81,0,1,12,0,0,0
91,0,5.01,96.01,5,1,24,0,0,0
28.99,0,1.59,30.58,0,1,4,0,0,0
34,0,1.87,35.87,0,1,10,0,0,0
39,0,2.15,41.15,0,1,26,0,0,0
12.5,0,0.7,13.2,0,1,2.5,0,0,0
28,0,1.54,29.54,0,1,2,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
14,0,0.78,14.78,0,1,5,0,0,0
40.99,0,2.25,43.24,0,1,28,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
70,0,3.85,73.85,0,4,10,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
143.96,0,7.9,151.86,5,3,10,0,0,0
41.98,0,2.31,44.29,0,1,17.99,0,0,0
142,0,7.81,149.81,0,2,16,0,33.76,0
57,0,3.14,60.14,0,1,35,0,0,0
44,0,2.41,46.41,5,1,10,0,0,0
23,0,1.27,24.27,0,1,15,0,0,0
58,0,3.19,61.19,5,3,21,0,0,0
2.5,0,0.14,2.64,5,1,7.5,0,0,0
120,0,6.6,126.6,0,2,10,0,0,0
14,0,0.77,14.77,0,2,7,0,0,0
3,0,0.17,3.17,5,1,8,0,0,0
42,0,2.31,44.31,0,1,42,0,0,0
56.49,0,3.11,59.6,0,1,17.49,0,0,0
28,0,1.55,29.55,0,1,7,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
90,0,4.95,94.95,0,1,18,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
50,0,2.75,52.75,0,1,22,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
60,0,3.3,63.3,0,3,20,0,0,0
89.49,0,4.92,94.41,0,1,10,0,0,0
58,0,3.2,61.2,0,1,26,0,0,0
23,0,1.27,24.27,0,1,23,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
16,0,0.89,16.89,5,1,13,0,0,0
170.99,0,9.41,180.4,0,1,52,0,0,0
36,0,1.98,37.98,0,1,22,0,0,0
30.5,0,1.68,32.18,0,1,8,0,0,0
73.75,0,4.08,77.83,0,1,3.5,0,0,0
46.93,0,2.57,49.5,0,2,4.99,0,0,0
50,0,2.75,52.75,0,5,10,0,0,0
28,0,0,28,0,1,28,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
28,0,0,28,0,1,28,0,0,0
16,0,0.88,16.88,0,3,4,0,0,0
67,0,3.69,70.69,0,1,20,0,0,0
58.98,0,3.25,62.23,0,1,18,0,0,0
16,0,0.88,16.88,0,1,8,0,0,0
171.98,0,9.46,181.44,0,1,10.99,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
48,0,2.64,50.64,0,2,10,0,0,0
138.98,0,7.66,146.64,0,1,17,0,0,0
25,0,1.38,26.38,0,1,5,0,0,0
117,0,6.44,123.44,0,1,14,0,0,0
100.49,0,5.54,106.03,0,1,42,0,0,0
59,0,3.25,62.25,0,1,26,0,0,0
14.25,0,0.78,15.03,0,1,10,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
33,0,1.82,34.82,0,1,20,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
12,0,0.66,12.66,0,1,4,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
62.5,0,3.44,65.94,0,25,2.5,0,0,0
23,0,1.27,24.27,0,1,9,0,0,0
75.98,0,4.18,80.16,0,1,12,0,0,0
55,0,3.03,58.03,5,2,30,0,0,0
8.99,0,0.49,9.48,0,1,4.99,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
74,0,4.09,78.09,0,1,12,0,0,0
25.5,0,1.41,26.91,0,1,22,0,0,0
157.65,0,8.68,166.33,0,2,4,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
0.5,0,0.03,0.53,0,1,0.5,0,0,0
2.95,0,0.16,3.11,0,1,2.95,0,0,0
