"Subtotal","Shipping","Taxes","Total","Discount Amount","Lineitem quantity","Lineitem price","Refunded Amount","Outstanding Balance","Lineitem discount"
215,0,11.83,226.83,0,1,25,0,0,0
1.9,0,0.11,2.01,0,2,0.95,0,0,0
16,0,0.88,16.88,0,1,14,0,0,0
35.99,0,1.98,37.97,0,1,18,0,0,0
34,0,1.87,35.87,0,1,34,0,0,0
11,0,0.61,11.61,0,1,11,0,0,0
21.25,0,1.17,22.42,0,1,6,0,0,0
104.99,0,5.79,110.78,0,2,12,0,0,0
82,0,4.51,86.51,0,1,10,0,0,0
38,0,2.09,40.09,0,1,18,0,0,0
38.85,0,2.15,41,27.15,1,35,0,0,14
8,0,0.44,8.44,0,1,8,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
36,0,1.99,37.99,0,1,5,0,0,0
48,0,2.64,50.64,0,4,12,0,0,0
45.2,0,2.49,47.69,0,1,27.2,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
141.99,0,7.83,149.82,0,1,5,0,0,0
35,0,1.93,36.93,0,1,25,0,0,0
20,0,1.1,21.1,0,4,5,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
13.5,0,0.75,14.25,0,3,4.5,0,0,0
19.5,0,1.08,20.58,0,1,12,0,0,0
31.45,0,1.73,33.18,5.55,1,28,0,0,0
64.99,0,3.57,68.56,0,1,20,0,0,0
21.99,0,1.21,23.2,0,1,11.99,0,0,0
78,0,4.3,82.3,0,1,5,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
40.8,0,2.24,43.04,0,1,10,0,0,0
14,0,0.77,14.77,0,1,8,0,0,0
50,0,2.76,52.76,0,2,2,0,0,0
78,0,4.29,82.29,0,1,4,0,0,0
25,0,1.38,26.38,0,1,14,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
6,0,0.34,6.34,0,1,3,0,0,0
14,0,0.77,14.77,0,1,12,0,0,0
20,0,0.28,20.28,0,1,15,0,0,0
27,0,1.49,28.49,0,1,9,0,0,0
10,0,0,10,0,1,10,0,0,0
75,0,4.13,79.13,5,2,40,0,0,0
2.85,0,0.15,3,0,3,0.95,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
9,0,0.5,9.5,0,1,4,0,0,0
44.99,0,2.47,47.46,0,1,6,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
55,0,2.75,57.75,0,1,55,0,0,0
21,8.49,0,29.49,0,1,15,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
31,0,1.71,32.71,0,1,11,0,0,0
106.99,0,5.88,112.87,0,1,16.99,0,0,0
3.25,0,0.18,3.43,0,1,3.25,0,0,0
18.99,0,1.04,20.03,0,1,18.99,0,0,0
39.99,0,2.2,42.19,0,1,5,0,0,0
26.98,0,1.49,28.47,5,1,7,0,0,0
24,0,1.32,25.32,0,1,8,0,0,0
20,0,1.1,21.1,0,2,10,0,0,0
34,0,1.88,35.88,0,1,26,0,0,0
31,0,1.71,32.71,0,1,5,0,0,0
44,0,2.43,46.43,0,1,3,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
19.99,0,1.1,21.09,0,1,19.99,0,0,0
25.5,0,1.41,26.91,0,1,3,0,0,0
17,0,0.94,17.94,0,1,17,0,0,0
65,0,3.61,68.61,0,1,8,0,0,0
23.99,0,1.32,25.31,0,1,5,0,0,0
27,0,1.49,28.49,0,1,18,0,0,0
67.98,0,3.74,71.72,0,1,37.99,0,0,0
17,0,0.94,17.94,0,1,5,0,0,0
25.98,0,1.42,27.4,0,1,4,0,0,0
5.5,0,0.31,5.81,0,1,2.5,0,0,0
3.59,0,0.2,3.79,0,1,3.59,0,0,0
8,0,0.44,8.44,0,2,4,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
10.9,0,0.61,11.51,0,1,9,0,0,0
113.49,0,6.25,119.74,0,1,10.99,0,0,0
100,0,0,100,0,1,100,0,0,0
64,0,3.52,67.52,0,1,12,0,0,0
8,0,0.44,8.44,0,1,4,0,0,0
85.97,0,4.73,90.7,0,1,29.99,0,0,0
21,0,1.16,22.16,0,1,6,0,0,0
21.49,0,1.18,22.67,0,1,11,0,0,0
40,0,2.2,42.2,0,5,8,0,0,0
48,0,2.64,50.64,0,1,48,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
19.99,0,1.1,21.09,0,1,19.99,0,0,0
41,0,2.26,43.26,0,1,40,0,0,0
86.52,0,4.77,91.29,82.48,1,16,0,0,6
38.99,0,2.14,41.13,0,1,16,0,0,0
54.95,0,3.02,57.97,0,2,12,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
12,0,0.66,12.66,0,1,4,0,0,0
69,0,3.8,72.8,0,1,20,0,0,0
11.5,0,0.64,12.14,0,1,2,0,0,0
8.5,0,0.47,8.97,0,1,2,0,0,0
33.74,0,1.86,35.6,0,1,28,0,0,0
100,0,5.5,105.5,0,1,12,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
54.99,0,3.03,58.02,0,1,49.99,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
64.99,0,3.57,68.56,0,1,20,0,0,0
76,0,4.19,80.19,0,1,5,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
52.88,0,2.91,55.79,0,1,17,0,0,0
13,0,0.72,13.72,0,1,3,0,0,0
8,0,0.44,8.44,0,1,4,0,0,0
10,0,0.55,10.55,0,2,5,0,0,0
8.5,0,0.47,8.97,0,2,4.25,0,0,0
6.99,0,0.38,7.37,0,1,6.99,0,0,0
30,0,1.66,31.66,0,1,4.25,0,0,0
62.99,0,3.46,66.45,0,1,18.99,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
22,0,1.21,23.21,5,1,22,0,0,0
26.95,0,1.48,28.43,0,1,6,0,0,0
96,0,5.28,101.28,0,2,48,0,0,0
60,0,3.31,63.31,0,1,35,0,0,0
38.79,0,2.13,40.92,0,1,28,0,0,0
29.73,0,1.63,31.36,0,1,8,0,0,0
101,0,5.56,106.56,0,1,28,0,0,0
10,0,0.55,10.55,0,1,4,0,0,0
55,0,3.03,58.03,0,1,25,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
30.99,0,1.7,32.69,0,1,12,0,0,0
106.5,0,5.88,112.38,0,1,39,0,0,0
183.5,0,10.11,193.61,0,1,120,0,0,0
31,0,1.71,32.71,0,1,4,0,0,0
100,0,5.5,105.5,0,1,100,0,0,0
96,0,5.28,101.28,0,2,48,0,0,0
17.5,0,0.97,18.47,0,3,2.5,0,0,0
66,0,3.63,69.63,0,1,22,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
2,0,0.11,2.11,0,4,0.5,0,0,0
17,0,0.94,17.94,0,1,8,0,0,0
28,8.6,0,36.6,0,1,28,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
15,0,0.83,15.83,0,2,4.5,0,0,0
39.49,0,2.17,41.66,0,1,2.99,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
48,0,2.64,50.64,0,1,48,0,0,0
26.5,0,1.47,27.97,0,1,11,0,0,0
384,0,21.12,405.12,0,8,48,0,0,0
24,0,1.32,25.32,0,1,12,0,0,0
34,0,1.88,35.88,0,1,5,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
5,0,0,5,0,1,5,0,0,0
12,0,0.67,12.67,0,1,0.5,0,0,0
4.8,0,0.27,5.07,0,4,0.95,0,0,0
52,0,2.86,54.86,0,1,22,0,0,0
14,0,0.77,14.77,0,2,7,0,0,0
15.14,0,0.83,15.97,0,1,1.89,0,0,0
28,0,1.54,29.54,0,1,28,0,0,0
28.25,0,1.56,29.81,0,1,25,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
49,0,2.7,51.7,0,1,16,0,0,0
60,0,3.3,63.3,0,2,30,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
24,0,1.33,25.33,0,1,15,0,0,0
4.49,0,0.24,4.73,0,1,4.49,0,0,0
27,0,1.49,28.49,0,1,6,0,0,0
13.6,0,0.75,14.35,2.4,1,16,0,0,0
99.25,0,5.46,104.71,0,1,48,0,0,0
0.99,0,0.05,1.04,0,1,0.99,0,0,0
35.29,0,1.95,37.24,23.44,1,17,0,0,6
3,0,0.17,3.17,0,1,3,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
40,0,2.2,42.2,0,1,10,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
41,0,2.26,43.26,0,1,25,0,0,0
56,0,3.09,59.09,0,1,5,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
28,0,1.54,29.54,0,1,18,0,0,0
83,0,4.57,87.57,0,1,39,0,0,0
9,0,0.5,9.5,0,1,9,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
27,0,1.5,28.5,0,1,5,0,0,0
35,0,1.94,36.94,0,1,9,0,0,0
19.99,0,1.1,21.09,0,1,19.99,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
4.25,0,0.23,4.48,0,1,4.25,0,0,0
15,0,0.84,15.84,0,1,5,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
25,0,1.39,26.39,0,1,14,0,0,0
72,0,3.96,75.96,0,1,28,0,0,0
48,0,2.65,50.65,0,1,10,0,0,0
3.99,0,0.22,4.21,0,1,3.99,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
37.99,0,2.1,40.09,0,1,19.99,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
19.49,0,1.07,20.56,0,1,4.49,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
8,0,0.44,8.44,0,1,4,0,0,0
6,0,0.34,6.34,0,1,3,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
79,0,4.35,83.35,0,1,10,0,0,0
4,0,0.22,4.22,0,1,4,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
32,0,1.76,33.76,0,1,14,0,0,0
58.39,0,3.21,61.6,0,1,27.99,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
15.5,0,0.86,16.36,0,1,3,0,0,0
29.5,0,1.63,31.13,0,1,4.5,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
58,0,3.19,61.19,0,1,18,0,0,0
70.98,0,3.9,74.88,0,1,2.99,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
18,0,0.99,18.99,0,2,9,0,0,0
42,0,2.31,44.31,0,1,42,0,0,0
86,0,4.74,90.74,0,1,10,0,0,0
47.99,0,2.64,50.63,0,1,29.99,0,0,0
34,0,1.87,35.87,0,1,12,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
14,0,0.77,14.77,0,1,8,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
39.9,0,2.21,42.11,0,1,7,0,0,0
54,0,2.98,56.98,0,1,5,0,0,0
55.97,0,3.07,59.04,0,1,2.99,0,0,0
14,0,0.77,14.77,0,1,10,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
15,0,0.83,15.83,0,2,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
9,0,0.5,9.5,0,1,9,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
72.98,0,4.02,77,0,1,4.99,0,0,0
16.88,0,0.94,17.82,7.6,1,5,0,0,0
15.01,0,0.83,15.84,0.98,1,15.99,0,0,0
0.95,0,0.05,1,0,1,0.95,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
26,0,1.43,27.43,1,1,6,0,0,0
92,0,5.06,97.06,0,1,16,0,0,0
47.98,0,2.64,50.62,0,1,17,0,0,0
24,0,1.32,25.32,0,2,12,0,0,0
128.99,0,7.1,136.09,0,1,5,0,0,0
27,0,1.49,28.49,0,1,17,0,0,0
14.95,9.16,0,24.11,0,1,14.95,0,0,0
15,0,0.83,15.83,0,1,15,0,0,0
90.99,0,5.02,96.01,0,1,8,0,0,0
40,0,2.21,42.21,0,1,17,0,0,0
94.94,0,5.22,100.16,0,1,17.95,0,0,0
40.8,0,2.24,43.04,7.2,1,48,0,0,0
34,0,1.87,35.87,0,1,18,0,0,0
16,0,0.88,16.88,0,1,4,0,0,0
51,0,2.82,53.82,0,1,22,0,0,0
23.23,0,1.27,24.5,17.14,1,13,0,0,5
69.3,0,3.82,73.12,29.7,1,99,0,0,0
13,0,0.74,13.74,0,1,1,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
22,0,1.21,23.21,0,1,22,0,0,0
17,0,0.94,17.94,0,1,17,0,0,0
40,0,2.2,42.2,0,2,20,0,0,0
18,0,0.99,18.99,0,1,6,0,0,0
46.59,0,2.56,49.15,0,1,20.99,0,0,0
20,0,0,20,0,1,20,0,0,0
34.99,0,1.92,36.91,0,1,14.99,0,0,0
67,0,3.69,70.69,0,1,12,0,0,0
20.99,0,1.15,22.14,0,1,0.99,0,0,0
12,0,0.66,12.66,0,1,10,0,0,0
69.44,0,3.83,73.27,0,1,11,0,0,0
30,0,1.65,31.65,0,1,10,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
13.9,0,0.77,14.67,0,1,12,0,0,0
17,0,0.94,17.94,3,1,14,0,0,0
47,0,2.59,49.59,0,1,12,0,0,0
53.99,0,2.97,56.96,0,1,6,0,0,0
19,0,1.05,20.05,0,1,4,0,0,0
23,0,1.27,24.27,0,1,23,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
20,0,1.1,21.1,0,1,8,0,0,0
13.25,0,0.73,13.98,0,1,9,0,0,0
46,0,2.54,48.54,0,1,15,0,0,0
29,0,1.6,30.6,0,1,7,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
19.99,0,1.1,21.09,0,1,19.99,0,0,0
56,0,3.08,59.08,0,1,16,0,0,0
34,0,1.87,35.87,0,1,34,0,0,0
27.99,0,1.54,29.53,0,1,8,0,0,0
48,0,2.65,50.65,0,1,13,0,0,0
43.99,0,2.43,46.42,0,1,38.99,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
13.99,0,0.77,14.76,0,1,8.99,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
55.98,0,3.08,59.06,0,2,27.99,0,0,0
12.6,0,0.69,13.29,1.4,1,14,0,0,0
13,0,0.72,13.72,0,1,8,0,0,0
57,0,3.14,60.14,0,1,22,0,0,0
85.49,0,4.72,90.21,0,1,8.99,0,0,0
24,0,1.32,25.32,0,1,24,0,0,0
54.22,0,2.97,57.19,0,1,8.99,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
74,0,4.08,78.08,0,1,69,0,0,0
28.99,0,1.59,30.58,0,1,2.99,0,0,0
14.47,0,0.81,15.28,10.48,1,10,0,0,2.5
58,0,3.19,61.19,0,2,17,0,0,0
69,0,3.8,72.8,0,1,12,0,0,0
26,0,1.43,27.43,0,1,26,0,0,0
26.92,0,1.47,28.39,0,1,17.95,0,0,0
52.98,0,2.93,55.91,0,1,12.99,0,0,0
6,0,0.33,6.33,0,1,2,0,0,0
58,0,3.22,61.22,0,1,6,0,0,0
99.25,0,5.46,104.71,0,1,69,0,0,0
48,0,2.64,50.64,0,3,12,0,0,0
55,0,3.03,58.03,0,1,55,0,0,0
31,0,1.71,32.71,0,1,3,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
10.75,0,0.59,11.34,0,1,6,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
30,0,1.65,31.65,0,1,4,0,0,0
25,0,1.38,26.38,0,1,10,0,0,0
34,0,1.88,35.88,0,1,9,0,0,0
29,0,1.6,30.6,0,1,29,0,0,0
44,0,2.43,46.43,0,1,9,0,0,0
26,0,1.43,27.43,0,1,20,0,0,0
39.99,0,2.2,42.19,0,1,29.99,0,0,0
42,0,2.31,44.31,0,3,14,0,0,0
5.58,0,0.3,5.88,0,1,2.79,0,0,0
9.5,0,0.53,10.03,0,1,5,0,0,0
7,0,0.39,7.39,0,1,7,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
17,0,0.94,17.94,0,1,17,0,0,0
75,0,4.13,79.13,0,2,12,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
13,0,0.72,13.72,0,1,13,0,0,0
40,0,2.2,42.2,0,1,20,0,0,0
98,0,5.39,103.39,0,1,8,0,0,0
4.5,0,0.25,4.75,0.5,1,5,0,0,0
32.9,0,1.81,34.71,0,1,14.95,0,0,0
52,0,2.87,54.87,0,1,25,0,0,0
44.5,0,2.46,46.96,0,1,4.5,0,0,0
62,0,3.41,65.41,5,1,10,0,0,0
48,0,2.66,50.66,0,2,4.5,0,0,0
34.99,0,1.92,36.91,0,1,14.99,0,0,0
51,0,2.81,53.81,0,2,12,0,0,0
4,0,0.22,4.22,0,2,1,0,0,0
12.99,0,0.71,13.7,0,1,12.99,0,0,0
44,0,2.43,46.43,0,1,24.5,0,0,0
37.99,0,2.09,40.08,0,1,37.99,0,0,0
30,0,1.65,31.65,5,1,35,0,0,5
2.99,0,0.16,3.15,0,1,2.99,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
36,0,1.98,37.98,0,1,18,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
32,0,1.76,33.76,5,1,35,0,0,5
35,0,1.93,36.93,0,1,30,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
54,0,2.98,56.98,0,1,4,0,0,0
292.75,0,16.13,308.88,0,5,12,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
72,0,3.96,75.96,0,1,4,0,0,0
26,0,1.43,27.43,0,1,8,0,0,0
94,0,5.17,99.17,0,2,8,0,0,0
26,0,1.43,27.43,0,1,8,0,0,0
59,0,3.25,62.25,0,1,30,0,0,0
44,0,2.42,46.42,0,1,44,0,0,0
58.5,0,3.22,61.72,0,1,34,0,0,0
40.5,0,2.22,42.72,4.5,1,4.5,0,0,0
25.2,0,1.38,26.58,2.8,1,16,0,0,0
38.7,0,2.13,40.83,4.3,1,12,0,0,0
9.75,0,0.54,10.29,0,1,6,0,0,0
50,0,2.75,52.75,0,1,50,0,0,0
59,0,0,59,0,1,59,0,0,0
5,0,0.28,5.28,0,2,0.5,0,0,0
33,0,1.82,34.82,0,1,22,0,0,0
330,0,18.15,348.15,0,1,330,0,0,0
10,0,0.56,10.56,0,1,5,0,0,0
186,0,10.23,196.23,0,1,38,0,0,0
1,0,0.06,1.06,0,2,0.5,0,0,0
15,0,0.83,15.83,0,2,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
17.95,0,0.99,18.94,0,1,17.95,0,0,0
31.97,0,1.76,33.73,0,1,0.99,0,0,0
20,0,1.1,21.1,0,2,3,0,0,0
34,0,1.87,35.87,0,1,16,0,0,0
52,0,2.86,54.86,0,1,28,0,0,0
55.99,0,3.08,59.07,0,1,6,0,0,0
64,0,3.52,67.52,0,2,20,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
55.99,0,3.1,59.09,0,1,4,0,0,0
31,0,1.71,32.71,0,1,5,0,0,0
56,0,3.08,59.08,0,1,12,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
49,0,2.7,51.7,0,1,10,0,0,0
50,0,2.76,52.76,0,1,9,0,0,0
37,0,2.04,39.04,0,1,28,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
12.99,0,0.71,13.7,0,1,12.99,0,0,0
12,0,0.67,12.67,0,1,10,0,0,0
24.04,0,1.33,25.37,0,1,5,0,0,0
14.49,0,0.8,15.29,0,1,2.99,0,0,0
16,0,0.88,16.88,0,1,16,0,0,0
8,0,0.44,8.44,0,1,8,0,0,0
72,0,3.97,75.97,0,1,37,0,0,0
20,0,1.1,21.1,0,2,10,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
39.5,0,2.18,41.68,0,1,10,0,0,0
10,0,0,10,0,1,10,0,0,0
31,0,1.71,32.71,0,1,5,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
46,0,2.54,48.54,0,1,23,0,0,0
35,0,1.93,36.93,5,1,40,0,0,0
2,0,0.12,2.12,0,2,0.5,0,0,0
20,0,1.1,21.1,0,1,18,0,0,0
27.85,0,1.53,29.38,19.15,2,10,0,0,10
43,0,2.37,45.37,0,1,18,0,0,0
76.5,0,4.23,80.73,0,1,28,0,0,0
10,0,0.55,10.55,0,1,10,0,0,0
24.5,0,1.35,25.85,0,1,24.5,0,0,0
72.25,0,3.99,76.24,2,1,8,0,0,0
22,0,1.21,23.21,0,1,8,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
47.98,0,2.64,50.62,0,1,6,0,0,0
53.99,0,2.97,56.96,0,1,8.99,0,0,0
84,0,4.63,88.63,0,1,3,0,0,0
26,0,0,26,0,1,26,0,0,0
48,0,2.64,50.64,0,1,48,0,0,0
117.99,0,6.5,124.49,0,1,34,0,0,0
1,0,0.06,1.06,0,1,1,0,0,0
91.1,0,5.05,96.15,0,1,7,0,0,0
2.99,0,0.16,3.15,0,1,2.99,0,0,0
63.74,0,3.52,67.26,0,1,3.99,0,0,0
41,7.54,2.68,51.22,5,1,8,0,0,0
91.67,0,5.04,96.71,11.33,1,38,0,0,4.18
1,0,0.06,1.06,0,1,0.5,0,0,0
8,0,0.46,8.46,0,1,5,0,0,0
2,0,0.11,2.11,0,1,2,0,0,0
60,0,3.3,63.3,0,1,20,0,0,0
26,7.37,0,33.37,0,1,26,0,0,0
98,0,5.4,103.4,0,1,12,0,0,0
40,0,2.21,42.21,0,1,15,0,0,0
33,0,1.82,34.82,0,1,5,0,0,0
4,0,0.22,4.22,0,4,1,0,0,0
41.4,0,2.28,43.68,0,1,22.4,0,0,0
24,3.15,1.5,28.65,0,2,10,0,0,0
16.5,0,0.91,17.41,0,1,12,0,0,0
24,0,1.32,25.32,0,1,10,0,0,0
69,0,3.81,72.81,5,1,14,0,0,0
75,0,4.13,79.13,0,1,75,0,0,0
40.5,0,2.23,42.73,0,2,18,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
48,0,2.65,50.65,0,1,12,0,0,0
40,0,2.21,42.21,0,1,10,0,0,0
40,0,2.2,42.2,0,1,20,0,0,0
21.98,0,1.2,23.18,0,1,4,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
20,0,1.11,21.11,0,1,5,0,0,0
22,0,1.21,23.21,0,1,10,0,0,0
16,0,0.89,16.89,0,1,6,0,0,0
23.05,0,1.28,24.33,20.95,1,21,0,0,10.5
84,0,4.62,88.62,0,1,68,0,0,0
30,0,1.65,31.65,0,1,30,0,0,0
14.5,0,0.79,15.29,2,1,8,0,0,2
42,0,2.31,44.31,0,1,12,0,0,0
20,0,1.1,21.1,0,1,20,0,0,0
58.99,0,3.24,62.23,0,1,8.99,0,0,0
11,0,0.61,11.61,0,1,5,0,0,0
34.25,0,1.88,36.13,0,1,4.25,0,0,0
50,0,0,50,0,1,25,0,0,0
48,0,2.64,50.64,0,2,9,0,0,0
35.25,0,1.94,37.19,0,1,20,0,0,0
63.99,0,3.52,67.51,0,1,8,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
31,0,1.71,32.71,0,1,25,0,0,0
35,0,1.93,36.93,0,1,35,0,0,0
35.97,0,1.97,37.94,0,1,8.99,0,0,0
48,0,2.64,50.64,0,1,48,0,0,0
14,0,0.77,14.77,0,1,14,0,0,0
58.99,0,3.25,62.24,0,1,29.99,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
9.79,0,0.54,10.33,0,1,2.79,0,0,0
165,0,9.08,174.08,0,3,55,0,0,0
12.99,0,0.71,13.7,0,1,12.99,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
34,0,1.87,35.87,0,2,17,0,0,0
34,0,1.87,35.87,0,1,18,0,0,0
5,0,0.28,5.28,0,1,5,0,0,0
6,0,0.33,6.33,0,1,6,0,0,0
16,0,0.88,16.88,0,1,8,0,0,0
37,0,2.05,39.05,0,1,5,0,0,0
16.99,0,0.94,17.93,0,1,7.99,0,0,0
15.75,0,0.88,16.63,0,1,5.75,0,0,0
22.3,0,1.24,23.54,2.7,1,18,0,0,2.7
117.69,0,6.48,124.17,0,1,28,0,0,0
31.99,0,1.76,33.75,0,1,27.99,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
16,0,0.88,16.88,0,2,8,0,0,0
17,0,0.94,17.94,0,1,17,0,0,0
13,0,0.72,13.72,0,1,13,0,0,0
17,0,0.94,17.94,0,1,17,0,0,0
30,0,1.65,31.65,0,1,10,0,0,0
28.5,0,1.57,30.07,0,1,20,0,0,0
36.5,0,2.02,38.52,33.5,1,8,0,0,3.5
75,0,4.13,79.13,5,1,13,0,0,0
50,0,2.76,52.76,0,1,4,0,0,0
23,0,1.27,24.27,0,1,18,0,0,0
76.75,0,4.23,80.98,0.58,1,12,0,0,0
36,0,1.98,37.98,0,1,8,0,0,0
94,0,5.18,99.18,0,1,12,0,0,0
54,0,2.97,56.97,0,1,28,0,0,0
37.4,0,2.07,39.47,6.6,1,12,0,0,0
45,0,2.48,47.48,0,1,3,0,0,0
42,0,2.31,44.31,0,1,38,0,0,0
57.95,0,3.19,61.14,0,1,17.95,0,0,0
135.99,0,7.49,143.48,0,1,12,0,0,0
20,0,1.1,21.1,0,2,10,0,0,0
35,0,1.93,36.93,0,1,5,0,0,0
18,0,0.99,18.99,0,1,18,0,0,0
28,0,1.54,29.54,0,1,8,0,0,0
25,0,1.38,26.38,0,1,25,0,0,0
42,0,2.31,44.31,0,1,24,0,0,0
66.5,0,3.68,70.18,0,1,4.5,0,0,0
12.5,0,0.69,13.19,2.5,1,15,0,0,2.5
59.99,0,3.3,63.29,0,1,9,0,0,0
65,0,3.59,68.59,0,1,6,0,0,0
73,0,4.02,77.02,0,2,12,0,0,0
22,0,1.24,23.24,0,1,5,0,0,0
17,0,0.94,17.94,0,1,17,0,0,0
32,0,1.76,33.76,0,1,32,0,0,0
111.25,0,6.12,117.37,0,1,20,0,0,0
3,0,0.17,3.17,0,1,3,0,0,0
66,0,3.64,69.64,0.25,1,22,0,0,0
123.99,0,6.84,130.83,0.25,1,7,0,0,0
41.4,0,2.28,43.68,4.6,1,22,0,0,0
54.9,0,3.03,57.93,6.1,1,10,0,0,0
53.1,0,2.93,56.03,5.89,1,27.99,0,0,0
51.75,0,2.85,54.6,5.74,1,4.5,0,0,0
43.2,0,2.36,45.56,4.79,1,29.99,0,0,0
10.8,0,0.59,11.39,1.2,1,12,0,0,0
59.4,0,3.29,62.69,6.59,1,18,0,0,0
21.54,0,1.17,22.71,2.39,1,2.99,0,0,0
8.1,0,0.44,8.54,0.9,1,4.5,0,0,0
26.1,0,1.43,27.53,2.9,1,4.5,0,0,0
12,0,0.66,12.66,0,1,12,0,0,0
108,0,5.96,113.96,0,2,5,0,0,0
